order_id,product_id,quantity
100190,102,1
100190,13,2
100191,101,1
100191,4,1
100192,47,2
100192,61,1
100192,46,2
100193,50,1
100193,107,2
100193,81,2
100194,15,1
100194,61,2
100195,119,2
100196,30,1
100197,67,1
100197,82,1
100198,48,1
100199,6,1
100200,65,1
100200,54,1
100200,15,0
100201,90,1
100202,37,1
100202,106,1
100203,34,1
100203,69,1
100203,94,1
100204,73,1
100204,69,1
100204,117,1
100205,95,1
100205,20,2
100206,34,2
100206,101,1
100206,112,1
100207,118,1
100207,66,1
100207,68,2
100208,32,1
100209,69,1
100210,47,1
100210,5,2
100211,97,1
100211,19,1
100211,104,1
100212,31,1
100212,3,1
100213,31,1
100213,80,1
100213,73,1
100214,13,1
100214,82,1
100214,82,1
100215,85,1
100215,69,1
100215,62,1
100216,89,1
100217,6,1
100217,104,1
100218,86,1
100218,29,1
100218,94,2
100219,31,1
100219,8,1
100220,66,1
100220,115,2
100220,49,2
100221,97,1
100221,76,1
100222,63,2
100222,28,2
100223,31,2
100223,114,1
100224,106,1
100224,102,1
100224,48,2
100225,112,1
100225,11,1
100225,102,2
100226,26,1
100227,73,0
100227,22,2
100227,34,2
100228,4,1
100228,3,2
100228,90,1
100229,105,1
100229,32,2
100230,52,1
100230,35,2
100231,103,2
100231,103,2
100232,86,1
100232,115,1
100233,79,1
100233,114,1
100234,34,2
100234,56,1
100234,76,2
100235,103,2
100236,9,1
100236,39,1
100236,42,1
100237,24,1
100237,46,2
100237,8,2
100238,44,2
100238,49,1
100239,115,1
100239,6,1
100240,98,1
100241,103,1
100241,22,1
100242,91,2
100243,32,2
100243,5,1
100244,86,2
100245,44,2
100245,94,2
100245,4,1
100246,92,1
100246,31,1
100247,48,1
100247,58,2
100248,112,1
100248,13,1
100249,83,1
100249,52,0
100249,6,1
100250,10,2
100250,29,0
100250,79,1
100251,52,1
100252,46,1
100252,57,1
100253,21,2
100253,32,1
100254,24,2
100255,88,1
100255,59,1
100255,101,1
100256,18,2
100256,53,2
100257,55,1
100258,13,1
100258,15,1
100259,67,1
100260,101,1
100260,9,2
100260,15,1
100261,113,1
100261,17,1
100261,90,1
100262,15,1
100263,5,1
100263,110,1
100264,111,1
100264,107,1
100264,67,2
100265,29,2
100265,46,1
100265,96,1
100266,26,1
100267,40,2
100268,118,2
100268,11,1
100269,1,1
100270,67,1
100271,104,1
100271,14,2
100271,114,2
100272,55,1
100272,58,2
100273,18,1
100273,61,1
100274,76,1
100275,10,2
100275,100,1
100275,38,1
100276,11,1
100276,16,1
100276,25,1
100277,28,2
100277,67,1
100278,100,1
100278,117,2
100278,17,1
100279,110,1
100280,65,1
100281,30,1
100281,84,1
100281,43,1
100282,69,2
100282,109,1
100282,52,2
100283,56,1
100283,47,2
100283,37,1
100284,71,1
100284,8,1
100284,36,1
100285,110,0
100286,25,1
100286,100,2
100286,52,1
100287,109,2
100287,117,1
100287,4,1
100288,68,2
100288,36,2
100289,50,2
100289,2,1
100289,80,1
100290,113,1
100290,15,2
100291,39,1
100291,56,2
100292,88,1
100292,80,1
100292,61,1
100293,76,1
100293,27,2
100293,34,1
100294,47,1
100295,29,1
100295,18,1
100295,103,1
100296,50,1
100296,62,1
100296,9,1
100297,88,1
100297,118,1
100297,52,1
100298,45,0
100299,111,1
100299,24,1
100299,16,1
100300,34,1
100300,104,1
100301,35,1
100302,94,2
100302,85,1
100302,8,2
100303,39,2
100303,1,1
100303,94,1
100304,41,1
100305,107,1
100305,92,1
100305,11,1
100306,111,1
100306,92,1
100307,49,1
100307,41,1
100307,36,1
100308,40,1
100308,24,1
100309,13,1
100310,106,1
100310,88,1
100311,61,1
100311,17,2
100311,58,1
100312,31,1
100312,47,1
100313,12,1
100313,103,1
100314,115,2
100314,59,1
100314,74,1
100315,99,1
100315,15,1
100315,65,1
100316,19,1
100317,75,1
100317,104,1
100317,91,1
100318,2,1
100318,117,2
100318,102,2
100319,59,1
100319,14,1
100319,96,2
100320,45,1
100321,85,2
100321,110,0
100322,74,1
100323,43,0
100323,70,2
100323,93,1
100324,100,1
100325,77,2
100325,81,1
100325,42,1
100326,99,2
100327,21,1
100328,110,1
100328,60,2
100328,18,1
100329,111,2
100329,71,2
100329,3,2
100330,68,1
100330,3,1
100330,83,1
100331,93,1
100332,66,1
100333,3,1
100333,109,0
100334,116,1
100335,79,1
100336,98,1
100336,68,1
100336,16,1
100337,3,2
100337,37,2
100337,41,1
100338,4,1
100338,23,1
100338,30,1
100339,32,1
100339,4,1
100340,114,2
100341,32,2
100342,44,1
100342,54,2
100343,96,2
100343,107,1
100344,64,0
100344,105,2
100344,41,0
100345,63,1
100345,80,1
100346,102,0
100347,31,1
100347,63,1
100347,75,2
100348,17,1
100348,6,1
100349,57,2
100349,18,1
100349,61,1
100350,29,1
100350,2,2
100350,39,1
100351,55,1
100351,4,1
100352,24,1
100352,61,1
100352,26,1
100353,56,1
100353,79,2
100354,24,1
100354,21,1
100355,54,1
100355,33,2
100356,61,2
100357,50,2
100357,28,1
100358,23,0
100359,25,2
100359,15,2
100360,73,1
100360,69,1
100361,16,1
100361,102,1
100361,24,1
100362,22,1
100363,33,1
100363,97,1
100363,100,1
100364,119,1
100364,57,2
100364,36,1
100365,44,2
100365,68,2
100366,23,1
100367,50,2
100367,84,1
100367,7,1
100368,44,1
100369,82,1
100369,52,2
100369,88,1
100370,108,1
100370,54,1
100370,80,1
100371,11,1
100371,120,2
100372,45,1
100372,114,1
100372,61,2
100373,95,1
100374,113,1
100375,69,1
100375,18,2
100375,84,2
100376,18,1
100376,54,1
100376,37,2
100377,3,2
100378,5,1
100378,80,1
100379,27,2
100379,74,1
100380,12,2
100380,9,1
100380,27,1
100381,110,2
100382,51,2
100382,116,1
100383,117,1
100384,81,1
100385,117,1
100385,116,1
100385,71,2
100386,34,1
100386,90,2
100386,38,1
100387,37,1
100387,108,2
100387,78,2
100388,63,1
100388,17,2
100388,57,1
100389,5,1
100389,57,2
100390,90,0
100390,106,1
100390,3,2
100391,109,2
100391,3,2
100392,49,2
100393,84,1
100394,70,1
100395,95,1
100395,17,2
100395,47,1
100396,67,1
100397,106,1
100398,108,1
100399,20,1
100399,32,2
100399,29,1
100400,90,1
100401,64,1
100401,61,1
100402,34,1
100402,22,1
100403,70,2
100404,91,2
100404,118,1
100405,105,1
100406,113,1
100407,67,1
100407,31,1
100407,63,2
100408,118,2
100408,110,1
100408,23,1
100409,66,2
100410,81,1
100410,41,1
100411,26,1
100412,118,1
100412,33,2
100412,82,1
100413,104,1
100413,55,1
100413,69,1
100414,119,1
100414,61,1
100414,99,2
100415,66,1
100415,49,0
100416,116,2
100417,27,2
100417,119,1
100418,55,1
100418,95,1
100419,119,2
100420,120,2
100421,26,2
100421,5,1
100421,24,0
100422,26,2
100423,20,1
100423,27,2
100423,62,1
100424,46,2
100424,14,1
100425,80,1
100425,103,2
100425,19,2
100426,46,1
100426,74,1
100427,37,1
100427,27,2
100427,28,1
100428,31,1
100428,2,1
100428,92,1
100429,51,1
100429,4,2
100430,87,1
100430,31,1
100430,62,2
100431,50,1
100431,1,1
100432,97,1
100432,18,1
100432,70,2
100433,115,1
100433,59,2
100434,108,2
100434,12,1
100435,103,2
100436,29,2
100437,47,1
100437,46,2
100437,112,1
100438,66,1
100438,49,2
100438,81,1
100439,67,0
100439,25,1
100439,24,2
100440,22,1
100441,52,1
100442,5,1
100442,55,1
100442,80,1
100443,2,1
100444,51,1
100444,56,2
100445,22,1
100445,66,2
100445,13,1
100446,98,1
100446,84,2
100446,52,1
100447,78,1
100447,73,1
100447,6,2
100448,15,1
100448,97,1
100448,44,1
100449,44,1
100450,29,0
100450,100,1
100450,14,1
100451,100,1
100451,25,1
100451,32,1
100452,2,0
100452,6,1
100453,68,1
100454,63,1
100454,91,1
100455,93,1
100455,54,1
100456,91,1
100457,66,1
100458,83,2
100458,100,2
100458,102,1
100459,98,1
100460,7,2
100460,50,2
100460,40,1
100461,4,0
100462,64,1
100462,104,1
100463,118,2
100463,67,2
100463,72,1
100464,26,1
100465,32,1
100466,25,2
100467,77,1
100467,96,2
100467,48,1
100468,74,1
100469,104,1
100469,104,1
100469,55,1
100470,98,1
100470,101,2
100470,89,2
100471,7,1
100471,47,1
100472,55,1
100473,41,1
100474,21,1
100474,20,2
100474,52,2
100475,31,2
100476,8,2
100477,79,1
100477,120,1
100477,89,1
100478,53,1
100478,41,1
100479,15,1
100479,118,1
100479,112,1
100480,95,1
100480,26,2
100480,11,1
100481,71,1
100482,113,1
100483,3,1
100483,60,1
100484,15,1
100484,72,1
100484,25,2
100485,87,1
100486,66,1
100486,108,2
100487,87,1
100487,117,1
100488,50,1
100488,28,0
100488,98,1
100489,109,2
100490,59,1
100491,18,1
100491,45,1
100491,58,1
100492,33,0
100492,28,2
100492,86,1
100493,112,1
100494,72,1
100495,109,1
100495,23,2
100496,28,1
100497,8,1
100497,33,1
100498,94,2
100499,87,1
100499,88,1
100500,25,1
100501,47,2
100501,36,1
100502,7,1
100503,114,1
100503,63,1
100503,60,2
100504,32,1
100505,69,1
100506,50,1
100506,24,2
100507,24,2
100508,44,2
100508,109,1
100508,40,2
100509,102,2
100510,120,1
100510,16,1
100511,35,1
100511,113,1
100511,57,1
100512,7,1
100512,76,1
100513,33,1
100513,76,1
100514,49,2
100514,79,1
100515,98,1
100515,30,1
100516,59,1
100516,28,1
100516,4,1
100517,53,2
100518,105,1
100518,70,1
100518,96,2
100519,84,1
100520,61,1
100520,24,0
100521,47,1
100521,22,2
100522,94,1
100523,117,1
100523,20,1
100523,61,1
100524,108,1
100525,67,1
100525,114,1
100526,55,1
100526,65,2
100526,81,2
100527,45,2
100528,88,1
100528,118,1
100528,67,1
100529,14,1
100529,80,1
100530,43,1
100530,82,1
100531,100,2
100531,104,1
100532,86,0
100532,89,1
100533,38,1
100534,58,1
100534,6,1
100534,44,1
100535,79,0
100535,51,2
100536,46,1
100537,108,1
100537,43,1
100537,79,1
100538,118,1
100539,25,2
100540,23,1
100541,117,1
100541,95,1
100542,34,2
100542,81,1
100543,33,1
100544,57,1
100544,108,2
100545,46,1
100545,106,1
100546,26,1
100547,95,2
100547,30,1
100547,60,1
100548,6,1
100548,65,2
100549,110,1
100549,65,2
100549,107,1
100550,54,2
100551,94,2
100551,10,2
100552,72,1
100552,43,2
100553,117,2
100554,13,2
100555,120,1
100556,18,1
100556,22,1
100557,22,1
100557,41,1
100558,71,1
100558,72,1
100558,96,1
100559,77,2
100559,28,1
100559,75,1
100560,29,2
100561,40,0
100562,17,1
100563,94,2
100563,70,2
100564,73,2
100565,115,2
100565,52,2
100566,72,2
100567,3,1
100567,98,2
100568,91,1
100568,71,2
100569,82,1
100569,100,1
100570,61,1
100571,25,1
100572,78,1
100572,41,1
100572,110,1
100573,81,1
100573,60,1
100574,14,2
100574,8,2
100574,112,1
100575,56,1
100575,41,2
100576,61,1
100576,15,1
100576,92,1
100577,50,2
100577,77,2
100578,18,2
100578,85,1
100578,31,1
100579,85,1
100579,110,1
100579,27,1
100580,91,1
100580,55,1
100581,73,1
100581,77,2
100581,34,1
100582,46,1
100582,22,1
100582,7,1
100583,119,1
100583,28,2
100584,11,1
100584,30,1
100585,40,0
100585,54,1
100585,1,1
100586,82,1
100586,9,1
100586,8,2
100587,101,2
100588,87,1
100588,107,1
100588,79,1
100589,82,1
100590,83,1
100591,63,1
100591,63,1
100591,63,1
100592,96,1
100593,116,1
100593,21,2
100594,21,2
100594,106,1
100595,29,1
100595,65,1
100595,9,1
100596,119,1
100596,16,2
100597,34,1
100597,19,1
100598,14,1
100598,82,1
100599,44,1
100599,51,2
100599,25,1
100600,104,1
100601,38,2
100601,14,1
100602,37,1
100602,74,2
100603,47,1
100604,105,2
100604,106,2
100604,47,1
100605,42,1
100606,32,1
100606,46,2
100607,91,1
100608,57,1
100609,89,2
100609,50,1
100610,65,1
100610,28,1
100610,21,1
100611,16,2
100611,15,2
100612,85,1
100612,27,1
100613,82,2
100613,21,1
100613,79,1
100614,15,1
100615,91,2
100615,88,1
100615,62,1
100616,35,1
100616,15,1
100616,112,1
100617,77,2
100617,19,2
100618,66,1
100619,1,2
100620,46,2
100620,104,1
100621,40,1
100621,4,2
100622,31,0
100622,108,2
100623,67,1
100623,98,1
100623,66,1
100624,89,1
100624,11,2
100625,50,2
100625,31,1
100625,92,2
100626,95,1
100627,43,1
100627,95,2
100627,56,1
100628,104,1
100628,81,1
100628,113,1
100629,33,1
100629,56,1
100629,84,2
100630,38,2
100630,27,1
100631,78,1
100631,7,1
100632,80,2
100632,113,1
100632,70,0
100633,98,1
100634,55,2
100635,47,1
100635,35,1
100635,37,1
100636,93,1
100636,57,1
100637,16,1
100637,86,1
100638,66,1
100639,16,1
100639,103,1
100639,38,1
100640,106,2
100641,61,2
100642,58,2
100642,4,1
100642,57,1
100643,54,1
100644,39,1
100644,25,2
100644,60,1
100645,116,2
100646,70,1
100647,7,1
100647,67,0
100648,42,2
100649,57,2
100649,117,1
100649,58,1
100650,20,2
100650,78,1
100650,45,1
100651,51,1
100651,110,1
100652,34,1
100652,58,1
100653,3,2
100654,10,1
100654,44,2
100655,17,1
100655,17,2
100656,26,1
100656,77,1
100656,117,1
100657,87,2
100657,17,2
100657,105,1
100658,68,1
100659,60,0
100660,86,1
100661,46,2
100662,24,1
100662,91,1
100663,72,1
100663,98,1
100664,87,1
100665,44,1
100665,12,1
100665,94,1
100666,81,1
100666,68,1
100667,83,1
100668,86,0
100669,39,2
100670,46,2
100671,102,1
100671,7,1
100671,79,1
100672,28,0
100673,47,1
100673,80,1
100674,17,1
100674,98,1
100675,51,0
100676,20,2
100676,23,1
100677,75,2
100677,104,2
100678,13,1
100678,13,1
100678,5,2
100679,3,2
100680,49,2
100680,75,1
100681,98,1
100681,85,1
100681,58,0
100682,35,2
100682,108,1
100683,40,0
100683,56,1
100683,97,1
100684,118,2
100684,23,1
100684,44,1
100685,55,1
100685,95,1
100685,50,2
100686,117,1
100686,35,2
100686,95,1
100687,87,1
100688,21,2
100688,38,1
100688,56,2
100689,50,2
100689,17,2
100690,47,1
100690,33,1
100691,6,1
100691,27,2
100692,99,1
100693,70,1
100693,63,1
100694,115,2
100694,25,2
100695,13,1
100696,67,1
100696,54,1
100696,100,2
100697,5,1
100697,51,1
100698,65,1
100698,8,1
100698,86,1
100699,30,1
100699,18,2
100699,70,1
100700,56,1
100700,86,1
100701,114,1
100702,105,1
100702,18,2
100702,40,1
100703,112,1
100703,113,1
100704,18,1
100704,26,1
100704,40,1
100705,15,1
100705,69,0
100705,90,1
100706,85,2
100707,87,2
100707,26,2
100708,63,1
100709,19,1
100709,48,1
100710,116,1
100710,72,2
100710,7,1
100711,19,1
100711,118,2
100712,40,1
100713,63,0
100713,38,1
100714,1,2
100714,97,1
100715,42,1
100715,24,1
100715,116,2
100716,49,1
100716,88,1
100717,23,2
100717,48,1
100718,42,1
100718,84,1
100719,62,2
100719,63,1
100719,26,1
100720,24,1
100720,8,1
100721,62,1
100721,16,1
100721,98,2
100722,28,1
100722,28,1
100723,102,1
100723,60,1
100724,46,1
100724,36,1
100724,74,1
100725,4,2
100725,36,1
100725,39,1
100726,102,2
100726,114,1
100726,41,2
100727,80,1
100727,112,1
100727,53,0
100728,103,1
100728,45,1
100729,5,2
100729,102,2
100729,1,1
100730,39,1
100731,100,2
100731,119,2
100731,5,1
100732,120,1
100732,94,2
100732,50,2
100733,54,1
100733,37,1
100734,41,2
100734,119,1
100735,119,1
100735,75,1
100736,39,1
100736,3,1
100737,67,1
100738,87,1
100738,17,1
100739,18,1
100740,77,1
100741,15,2
100741,43,1
100741,53,2
100742,61,1
100742,55,0
100742,120,2
100743,21,1
100743,43,2
100744,52,1
100744,110,1
100745,16,1
100745,64,2
100746,97,1
100747,75,1
100748,39,1
100748,2,1
100749,51,1
100750,56,1
100750,114,1
100750,87,1
100751,24,1
100751,120,2
100752,3,1
100752,100,2
100752,102,1
100753,18,0
100754,17,0
100754,89,1
100755,4,2
100755,86,2
100756,114,2
100756,63,2
100757,30,1
100757,45,2
100757,43,1
100758,45,2
100759,29,1
100759,111,1
100759,99,1
100760,46,1
100761,118,1
100762,89,2
100763,7,0
100763,34,2
100764,97,1
100765,37,1
100766,96,1
100766,33,1
100766,15,1
100767,68,0
100767,17,1
100768,50,2
100769,84,1
100770,46,1
100771,107,2
100771,11,1
100771,120,0
100772,115,1
100772,9,1
100773,62,2
100773,67,1
100773,110,1
100774,55,1
100775,103,1
100775,44,0
100776,18,2
100777,29,0
100777,39,1
100778,115,1
100779,78,1
100780,116,1
100780,110,1
100781,116,1
100782,18,2
100783,104,1
100783,93,2
100783,29,0
100784,53,1
100784,80,1
100785,50,2
100786,1,2
100787,16,1
100788,29,1
100788,104,1
100789,117,1
100789,5,2
100789,41,1
100790,102,1
100790,25,1
100790,99,1
100791,28,1
100791,117,1
100792,12,1
100792,27,1
100792,16,1
100793,19,2
100794,48,1
100795,36,1
100795,91,1
100796,47,1
100796,68,2
100797,86,1
100798,38,2
100798,79,2
100798,104,1
100799,38,2
100799,25,1
100800,9,0
100800,100,1
100800,23,1
100801,44,1
100802,2,2
100802,89,1
100802,65,1
100803,66,1
100803,58,1
100804,43,1
100805,107,1
100805,101,1
100806,56,1
100806,26,1
100807,19,2
100807,8,1
100808,66,1
100808,110,2
100808,19,2
100809,74,1
100810,85,1
100810,108,1
100811,97,1
100811,79,2
100811,67,1
100812,43,1
100813,53,2
100813,19,1
100813,19,1
100814,75,1
100814,35,1
100815,29,1
100815,93,1
100816,86,1
100816,24,1
100817,20,1
100818,76,1
100818,20,1
100818,108,1
100819,23,1
100820,85,1
100821,85,1
100821,46,1
100821,112,1
100822,53,1
100822,85,1
100823,51,2
100824,48,1
100824,85,1
100825,67,2
100825,10,1
100826,90,2
100826,118,1
100826,84,2
100827,30,1
100828,88,1
100828,44,2
100829,35,1
100829,42,1
100830,23,2
100830,23,2
100831,10,1
100831,77,2
100831,72,2
100832,120,2
100832,40,1
100833,93,1
100833,25,1
100833,64,1
100834,85,1
100834,93,0
100835,9,2
100835,82,1
100835,34,1
100836,70,1
100837,1,2
100837,94,1
100838,65,2
100839,14,2
100839,34,0
100839,81,1
100840,41,1
100840,99,2
100841,14,1
100841,11,1
100841,89,1
100842,32,0
100842,4,1
100843,74,1
100843,72,1
100843,32,1
100844,37,1
100844,72,2
100844,113,2
100845,33,1
100845,89,2
100846,14,1
100846,103,2
100846,19,1
100847,71,1
100847,105,0
100847,12,2
100848,33,1
100848,16,1
100849,73,2
100850,115,1
100850,7,1
100851,104,1
100851,24,1
100852,72,1
100852,112,1
100853,94,1
100853,115,1
100854,76,2
100854,90,1
100855,15,1
100855,32,1
100856,47,1
100857,58,1
100858,13,0
100859,45,2
100860,7,2
100860,102,0
100860,119,1
100861,115,2
100861,114,1
100862,97,1
100862,21,1
100862,79,1
100863,65,1
100864,96,1
100864,48,1
100865,14,1
100866,68,0
100866,102,2
100867,120,1
100867,90,2
100868,109,1
100868,23,1
100869,74,2
100869,93,1
100870,111,1
100871,111,1
100871,40,1
100872,111,2
100872,25,1
100872,115,1
100873,70,1
100873,4,1
100874,4,1
100875,80,1
100875,23,2
100875,51,1
100876,27,1
100876,12,1
100876,20,0
100877,118,1
100877,18,1
100877,107,1
100878,33,2
100878,27,1
100879,117,2
100880,94,2
100880,40,1
100880,16,1
100881,94,0
100881,46,1
100882,105,2
100882,119,2
100883,118,1
100884,94,1
100884,28,2
100885,61,1
100885,57,1
100885,109,2
100886,2,2
100886,120,1
100887,28,1
100888,10,1
100888,119,1
100888,59,1
100889,115,1
100890,109,1
100891,26,1
100892,1,1
100893,53,1
100894,57,1
100895,10,2
100895,93,1
100895,87,2
100896,96,1
100897,87,1
100897,64,2
100898,11,2
100899,81,1
100899,94,1
100899,22,1
100900,51,1
100900,110,1
100900,9,1
100901,97,1
100901,48,1
100901,85,1
100902,22,1
100902,70,1
100903,4,1
100904,13,1
100904,101,1
100905,49,0
100905,44,1
100906,114,1
100906,75,1
100906,9,1
100907,74,1
100907,61,1
100908,107,1
100908,90,1
100908,20,1
100909,112,1
100910,24,1
100910,70,1
100910,58,1
100911,98,1
100911,3,1
100911,63,1
100912,63,1
100912,77,1
100913,55,1
100913,73,2
100913,20,2
100914,66,2
100914,9,1
100914,26,2
100915,114,1
100915,112,2
100916,60,1
100916,20,2
100917,72,1
100917,16,1
100918,86,1
100918,95,1
100919,5,1
100920,9,1
100920,29,1
100921,84,2
100921,27,2
100922,67,1
100923,114,1
100924,89,2
100924,116,2
100925,83,1
100925,112,1
100926,54,2
100926,13,2
100927,94,2
100927,73,0
100927,11,1
100928,1,1
100928,17,1
100929,46,1
100929,60,2
100929,110,1
100930,81,1
100931,3,2
100931,15,1
100932,95,1
100932,13,1
100933,112,1
100933,1,0
100934,107,1
100934,18,1
100934,90,1
100935,1,1
100936,38,1
100936,8,2
100936,101,2
100937,102,1
100938,87,1
100938,31,1
100938,99,2
100939,51,1
100939,82,1
100940,111,2
100940,75,1
100941,71,1
100941,15,1
100942,74,1
100942,93,1
100942,32,2
100943,51,2
100944,77,1
100945,83,2
100946,29,1
100946,20,1
100947,70,1
100947,66,2
100948,39,1
100948,113,1
100948,66,1
100949,59,1
100950,61,1
100951,63,1
100952,47,2
100952,31,0
100952,85,1
100953,61,2
100954,100,1
100954,45,1
100955,75,0
100955,76,1
100956,59,2
100956,35,2
100957,41,2
100957,87,2
100958,102,1
100959,64,1
100959,117,1
100960,3,2
100960,34,2
100960,91,1
100961,69,1
100961,87,0
100962,2,1
100962,90,2
100963,39,1
100963,73,2
100964,20,1
100964,78,1
100965,64,1
100965,10,1
100965,3,2
100966,52,1
100967,60,1
100967,60,2
100968,90,1
100968,39,1
100968,74,1
100969,4,0
100970,51,2
100970,60,2
100970,110,1
100971,34,1
100971,45,2
100971,21,2
100972,33,1
100972,4,1
100973,120,1
100974,100,1
100974,5,2
100975,1,1
100975,111,1
100976,50,1
100976,91,2
100977,40,1
100977,32,1
100977,5,1
100978,67,1
100978,97,1
100978,19,1
100979,58,1
100979,72,2
100980,88,2
100980,119,1
100980,7,1
100981,100,1
100982,30,2
100983,70,1
100983,12,1
100983,87,2
100984,100,1
100985,72,1
100985,65,1
100986,105,1
100986,27,1
100987,21,1
100988,84,1
100989,31,1
100990,7,2
100991,79,1
100991,81,0
100992,5,2
