order_id,user_id,channel,payment_method,order_value,is_refund,order_date
100038,1226,social,paypal,92.67,0,2022-11-09
100039,1272,paid_search,credit_card,46.43,0,2023-12-07
100040,2166,paid search,credit_card,410.83,0,2022-03-29
100041,9,paid search,credit_card,85.08,0,2022-08-10
100042,598,organic,paypal,156.37,0,2023-11-06
100043,23,paid search,credit_card,23.41,0,2023-05-09
100044,1991,paid_search,credit_card,110.5,0,2022-03-14
100045,2288,paid_search,paypal,170.97,0,2023-06-01
100046,1609,organic,credit_card,19.38,0,2022-07-23
100047,2075,paid_search,afterpay,68.86,1,2023-12-11
100048,1105,social,credit_card,171.22,0,2022-10-08
100049,2247,organic,paypal,160.74,0,2023-06-25
100050,2823,social,credit_card,71.22,0,2023-06-17
100051,92,email,paypal,97.47,0,2022-08-12
100052,851,paid_search,afterpay,63.5,0,2022-07-15
100053,1983,organic,paypal,86.8,0,2022-05-01
100054,1108,organic,paypal,172.58,0,2023-12-23
100055,300,organic,paypal,79.97,0,2022-03-30
100056,2344,organic,credit_card,244.43,0,2022-10-21
100057,2695,social,credit_card,75.97,0,2023-11-10
100058,1478,organic,afterpay,60.47,0,2022-10-01
100059,1305,social,paypal,98.0,1,2023-11-25
100060,1001,organic,credit_card,53.2,0,2022-09-07
100061,1083,organic,credit_card,176.81,0,2022-02-09
100062,2957,organic,credit_card,36.25,0,2023-04-06
100063,2919,organic,credit_card,122.2,0,2022-02-13
100064,1366,organic,afterpay,43.67,0,2022-09-13
100065,2801,paid search,paypal,19.63,1,2023-12-22
100066,2390,social,credit_card,47.0,0,2022-04-08
100067,2110,organic,credit_card,50.28,0,2023-12-01
100068,776,social,credit_card,105.91,0,2023-12-09
100069,2673,organic,credit_card,79.87,0,2023-06-18
100070,1453,organic,credit_card,113.23,0,2022-08-03
100071,1682,social,afterpay,153.51,0,2022-08-27
100072,1752,email,credit_card,82.32,0,2023-07-13
100073,2304,social,credit_card,29.94,0,2022-11-27
100074,2876,organic,credit_card,48.05,0,2022-09-29
100075,1852,email,afterpay,94.6,0,2023-05-01
100076,1898,social,paypal,40.31,0,2023-07-15
100077,1730,paid_search,credit_card,43.47,0,2023-11-21
100078,1328,email,credit_card,64.11,1,2022-10-02
100079,615,social,,89.94,0,2023-08-17
100080,245,social,credit_card,66.95,0,2022-09-26
100081,757,social,paypal,5.57,0,2022-10-04
100082,824,paid_search,credit_card,50.36,0,2023-01-11
100083,2828,social,paypal,134.43,1,2023-05-30
100084,2780,organic,credit_card,109.01,0,2022-12-07
100085,1847,email,afterpay,54.47,0,2023-08-15
100086,1436,Paid Search,afterpay,142.69,0,2022-11-11
100087,2926,social,credit_card,176.1,0,2022-03-10
100088,1241,paid_search,credit_card,122.83,1,2022-03-04
100089,516,social,credit_card,77.76,0,2022-10-01
100090,474,paid_search,afterpay,98.77,0,2023-08-07
100091,36,Paid Search,credit_card,39.04,0,2022-11-19
100092,1411,social,credit_card,61.87,0,2023-10-08
100093,1793,organic,credit_card,32.81,0,2022-11-19
100094,1735,paid_search,paypal,190.86,0,2023-10-12
100095,830,Paid Search,credit_card,26.16,0,2023-02-17
100096,1093,paid_search,paypal,82.38,0,2023-09-22
100097,2414,paid_search,afterpay,61.57,0,2023-09-01
100098,1186,organic,paypal,13.14,0,2022-06-18
100099,1763,organic,credit_card,151.55,0,2022-08-19
100100,945,social,credit_card,50.99,0,2023-01-01
100101,1512,email,credit_card,15.68,0,2023-09-28
100102,431,social,credit_card,46.23,0,2023-04-23
100103,2023,organic,credit_card,67.85,0,2023-01-14
100104,859,social,credit_card,42.35,0,2022-11-05
100105,230,Paid Search,credit_card,47.69,0,2023-07-17
100106,2418,social,credit_card,99.41,0,2023-03-06
100107,178,paid_search,paypal,90.69,0,2023-02-26
100108,1434,organic,credit_card,139.32,0,2023-09-25
100109,2616,social,afterpay,53.15,0,2023-08-16
100110,1614,paid_search,credit_card,123.81,0,2022-02-10
100111,2841,email,credit_card,51.08,0,2023-09-14
100112,1764,social,credit_card,228.55,0,2023-08-03
100113,2948,paid_search,paypal,203.54,0,2022-03-31
100114,1775,social,credit_card,91.68,0,2022-04-29
100115,975,paid_search,credit_card,50.34,1,2023-05-05
100116,82,organic,credit_card,78.39,0,2022-05-15
100117,846,paid_search,credit_card,225.25,0,2022-05-15
100118,2810,organic,afterpay,46.22,0,2022-10-12
100119,1217,organic,credit_card,169.59,0,2023-01-01
100120,618,organic,paypal,25.81,0,2023-05-09
100121,2264,organic,paypal,135.3,0,2023-08-03
100122,2338,organic,credit_card,60.28,0,2022-11-28
100123,445,social,afterpay,56.81,0,2023-11-16
100124,923,organic,credit_card,62.61,0,2023-08-09
100125,2600,paid_search,credit_card,266.16,0,2023-10-21
100126,193,paid_search,credit_card,163.68,0,2023-01-07
100127,1663,organic,paypal,124.83,0,2023-06-07
100128,289,email,afterpay,309.95,1,2022-04-25
100129,2631,paid search,paypal,40.48,0,2022-10-17
100130,1168,social,afterpay,28.76,1,2023-01-26
100131,1431,paid_search,afterpay,51.79,0,2022-04-28
100132,1835,social,credit_card,75.53,0,2023/04/04
100133,2905,email,credit_card,168.3,0,2023-02-02
100134,1971,paid_search,credit_card,29.12,0,2023-01-09
100135,2829,paid_search,paypal,56.52,0,2023-01-13
100136,896,paid_search,credit_card,25.45,0,2022-05-07
100137,920,email,paypal,190.26,0,2022-10-13
100138,2612,organic,afterpay,20.37,0,2022-06-16
100139,2035,social,paypal,55.41,0,2022-10-06
100140,1553,organic,paypal,61.42,0,2023-06-14
100141,1701,email,afterpay,104.28,0,2023-06-01
100142,2061,Paid Search,paypal,34.09,1,2023-03-09
100143,1726,email,credit_card,77.98,1,2023-09-27
100144,2388,email,credit_card,159.39,0,2023-03-19
100145,2913,Paid Search,credit_card,70.59,1,2023-04-24
100146,1898,social,credit_card,49.03,0,2022-10-05
100147,1800,social,credit_card,85.36,0,2023-12-31
100148,312,paid_search,credit_card,310.46,0,2023-03-28
100149,2781,paid_search,paypal,23.6,0,2022-06-04
100150,1128,organic,credit_card,8.02,0,2022-10-18
100151,339,paid_search,paypal,76.75,0,2022-07-19
100152,2348,email,paypal,130.63,0,2022-05-22
100153,359,organic,afterpay,58.97,0,2022-11-17
100154,2217,social,credit_card,63.61,0,2023-09-22
100155,1173,organic,credit_card,237.64,0,2022-02-13
100156,2809,paid_search,paypal,79.53,0,2022-10-21
100157,768,organic,paypal,82.36,0,2022-02-23
100158,2090,paid_search,paypal,149.71,0,2022-08-19
100159,202,organic,,66.28,0,2022-09-30
100160,1693,paid search,credit_card,52.67,0,2022-09-27
100161,464,Paid Search,credit_card,118.14,0,2022-11-30
100162,449,social,credit_card,50.42,0,2022-07-15
100163,913,Paid Search,afterpay,34.84,0,2022-07-26
100164,798,email,credit_card,27.1,0,2022-03-01
100165,794,social,credit_card,129.0,0,2023-12-09
100166,437,organic,credit_card,324.41,0,2023-07-20
100167,1917,organic,paypal,18.13,0,2022-11-21
100168,1774,organic,paypal,63.86,0,2023-05-23
100169,531,paid_search,credit_card,119.87,0,2023-02-18
100170,565,paid_search,credit_card,101.39,0,2023-08-10
100171,1621,email,credit_card,114.13,0,2023-12-24
100172,1297,Paid Search,paypal,100.43,0,2022-11-23
100173,2920,social,credit_card,90.35,0,2023-11-13
100174,213,organic,credit_card,192.13,0,2022-12-31
100175,949,organic,paypal,43.59,0,2022-10-06
100176,1128,social,afterpay,27.46,0,2022-09-29
100177,192,organic,credit_card,125.76,0,2022-05-17
100178,1404,email,credit_card,38.21,0,2023-12-17
100179,1991,organic,credit_card,15.1,0,2023-08-15
100180,1105,email,credit_card,297.74,0,2022-06-03
100181,705,social,paypal,53.31,0,2022-03-07
100182,549,paid search,credit_card,222.6,0,2023-10-11
100183,1862,email,afterpay,15.38,0,2023-03-23
100184,154,paid_search,paypal,116.23,0,2023-10-14
100185,1666,organic,credit_card,56.66,0,2023-10-30
100186,571,organic,paypal,104.74,0,2022-12-24
100187,1785,organic,credit_card,46.55,0,2022-11-22
100188,2288,paid_search,credit_card,101.65,0,2023-04-08
100189,2422,email,,154.79,0,2023-01-13
100190,805,organic,paypal,70.18,0,2022-03-09
100191,799,email,afterpay,94.69,0,2024-01-01
100192,611,email,paypal,31.81,0,2023-06-27
100193,2736,social,credit_card,71.8,0,2023-07-20
100194,2822,email,,83.09,0,2023-11-26
100195,1807,social,credit_card,232.49,0,2022-02-18
100196,143,Paid Search,afterpay,37.46,0,2022-02-27
100197,272,paid search,afterpay,35.48,0,2023-07-21
100198,1556,paid search,afterpay,84.19,0,2022-03-01
100199,2474,organic,credit_card,68.61,0,2023-11-13
100200,2094,organic,afterpay,47.65,0,2023-11-20
100201,2143,Paid Search,paypal,177.28,1,2023-10-28
100202,2112,organic,paypal,32.71,0,2023-11-02
100203,2461,email,paypal,19.15,0,2022-05-28
100204,459,paid_search,credit_card,40.14,0,2022-06-12
100205,1739,paid_search,credit_card,142.95,0,2022-11-16
100206,1433,organic,paypal,119.82,0,2022-09-24
100207,2518,paid_search,credit_card,83.87,0,2022-03-14
100208,2858,paid_search,paypal,20.68,0,2022-07-10
100209,506,organic,credit_card,60.03,1,2023-12-23
100210,1710,email,credit_card,84.98,0,2022-06-05
100211,1097,organic,credit_card,47.79,0,2022-10-18
100212,84,social,credit_card,123.08,0,2022/11/03
100213,59,organic,paypal,11.65,0,2022-09-01
100214,1045,email,paypal,139.04,0,2023-05-19
100215,1482,Paid Search,credit_card,67.11,0,2023-08-24
100216,2966,social,paypal,206.5,0,2023-04-07
100217,2205,social,paypal,210.94,0,2022-04-21
100218,1353,paid search,afterpay,251.1,0,2022-09-16
100219,1597,organic,credit_card,84.13,0,2022-05-06
100220,576,paid_search,credit_card,204.43,0,2023-03-31
100221,2885,organic,credit_card,108.43,0,2023-07-01
100222,680,paid_search,credit_card,14.57,0,2022-07-15
100223,203,paid_search,afterpay,42.72,0,2023-04-02
100224,1130,social,,162.09,0,2022-03-14
100225,318,organic,afterpay,34.67,0,2023-03-10
100226,1206,organic,credit_card,107.27,0,2023-03-23
100227,1639,email,credit_card,93.73,0,2022-11-27
100228,1797,email,paypal,44.37,0,2022-03-27
100229,406,email,credit_card,463.3,0,2023-01-02
100230,2997,Paid Search,afterpay,248.04,0,2023-04-06
100231,2543,organic,credit_card,60.24,0,2023-12-17
100232,679,email,credit_card,26.09,0,2022-12-31
100233,1271,organic,,5.06,0,2023-03-13
100234,1890,organic,,65.97,0,2022-03-02
100235,1548,organic,afterpay,120.04,1,2023-07-20
100236,1644,social,credit_card,39.49,0,02.07.2023
100237,1360,organic,afterpay,86.06,0,2023-08-29
100238,1446,social,credit_card,76.46,0,2022-09-09
100239,835,organic,credit_card,116.77,1,2023-09-17
100240,2242,organic,credit_card,106.01,0,2023-06-09
100241,2356,paid_search,afterpay,76.09,0,2022-10-11
100242,1669,paid_search,credit_card,49.76,0,2023-08-18
100243,1931,email,paypal,177.37,0,2022-12-18
100244,2554,email,paypal,130.08,0,2022-03-11
100245,281,organic,paypal,137.78,0,2023-05-11
100246,2723,email,credit_card,31.4,0,2023-03-18
100247,1814,social,credit_card,90.97,0,19/03/2023
100248,933,paid_search,afterpay,114.9,0,2023-06-07
100249,2763,social,paypal,49.67,0,2023-04-14
100250,608,email,paypal,98.19,0,2023-05-25
100251,483,organic,credit_card,68.03,0,2022-04-13
100252,1247,organic,credit_card,70.57,0,2023-09-05
100253,1773,paid_search,credit_card,29.1,0,2022-09-08
100254,2165,organic,credit_card,52.63,0,2022-02-04
100255,192,paid_search,credit_card,204.6,0,2022-11-17
100256,2836,paid search,credit_card,113.95,0,2023-02-15
100257,2666,social,paypal,177.84,0,2023-01-21
100258,2018,paid_search,afterpay,158.58,0,2022-04-21
100259,2564,organic,afterpay,20.53,0,2022-04-07
100260,307,social,afterpay,103.47,0,2022-06-16
100261,532,paid_search,paypal,96.7,0,2023-03-06
100262,122,social,credit_card,282.36,0,2023-01-13
100263,2697,email,credit_card,94.95,0,2022-03-31
100264,592,email,credit_card,87.24,0,2023-07-04
100265,2918,social,paypal,35.83,1,2022-09-25
100266,1476,paid_search,credit_card,94.48,0,2022-04-20
100267,59,organic,credit_card,101.98,0,2023-08-12
100268,2349,social,credit_card,39.68,0,2023-12-04
100269,2601,email,,135.07,0,2022-05-26
100270,1574,organic,paypal,126.89,0,2023-05-08
100271,1141,organic,credit_card,207.62,0,2023-10-19
100272,1811,social,credit_card,55.05,0,2022-06-06
100273,1806,organic,credit_card,72.88,0,2023-09-25
100274,399,organic,credit_card,156.17,1,2023-08-27
100275,2563,email,credit_card,44.16,0,2023-06-15
100276,2853,organic,credit_card,141.53,0,2022-05-13
100277,2546,organic,paypal,148.34,0,2023-10-19
100278,942,Paid Search,credit_card,83.29,0,2022-07-24
100279,528,social,,85.14,0,2023-04-28
100280,2446,paid_search,credit_card,82.03,0,2022-05-03
100281,1775,paid_search,afterpay,106.44,0,2023-12-27
100282,1422,paid search,paypal,85.57,0,2023-02-20
100283,1670,paid_search,afterpay,40.38,0,2022-08-24
100284,1551,organic,paypal,44.35,0,2023-01-29
100285,436,organic,paypal,79.42,0,2023-06-13
100286,840,Paid Search,credit_card,94.98,0,2023-07-22
100287,360,social,credit_card,78.5,0,2022-09-22
100288,1153,social,credit_card,148.16,0,2022-02-16
100289,864,social,credit_card,94.14,0,2022-06-21
100290,2682,social,credit_card,267.89,0,2023-10-13
100291,1651,organic,credit_card,85.9,0,2023-03-27
100292,1733,email,credit_card,140.09,0,2023-05-02
100293,1246,email,afterpay,73.12,0,2022-11-27
100294,2262,Paid Search,afterpay,77.93,0,2023-01-05
100295,916,organic,paypal,42.62,0,2022-11-30
100296,2640,Paid Search,credit_card,124.15,0,2023-09-15
100297,1799,Paid Search,credit_card,15.9,0,2022-04-17
100298,2183,organic,credit_card,18.48,0,2023-10-17
100299,2802,paid search,credit_card,65.98,0,2022-12-13
100300,386,social,,143.47,0,2023-06-15
100301,1327,social,credit_card,105.55,0,2022-04-16
100302,1806,organic,credit_card,255.11,0,2023-02-01
100303,1586,organic,paypal,38.86,0,2023-07-31
100304,1213,social,credit_card,51.48,0,2023-11-15
100305,1550,email,,28.09,0,2023-12-10
100306,389,Paid Search,credit_card,104.58,0,2023-03-03
100307,2792,social,afterpay,71.36,0,2022-09-19
100308,704,organic,paypal,54.13,0,2022-02-28
100309,2973,paid search,credit_card,53.78,0,2023-05-21
100310,1739,email,credit_card,16.96,0,2022-11-22
100311,2821,social,credit_card,157.02,0,2023-04-03
100312,864,email,credit_card,98.78,0,2022-05-02
100313,1060,Paid Search,afterpay,116.01,0,2022-05-26
100314,79,social,paypal,314.75,0,2022-07-09
100315,1299,organic,paypal,245.33,0,2022-10-16
100316,1302,organic,credit_card,132.02,0,2023-02-08
100317,674,organic,credit_card,99.3,1,2022-05-01
100318,2360,paid_search,credit_card,79.9,0,2022-11-25
100319,204,paid_search,credit_card,141.61,0,2022-03-03
100320,985,social,credit_card,56.13,0,2023-01-24
100321,1976,email,credit_card,81.16,0,2023-05-16
100322,17,paid search,credit_card,117.13,0,2022/06/08
100323,476,organic,credit_card,24.84,0,2022-10-28
100324,1017,email,,38.14,0,2023-06-13
100325,210,Paid Search,credit_card,29.38,0,2023-03-20
100326,499,social,credit_card,73.11,0,2022-08-28
100327,429,email,paypal,138.9,0,2023-12-22
100328,1330,email,paypal,76.39,1,2022-12-03
100329,2106,paid_search,,37.99,0,2022-08-10
100330,1554,social,credit_card,23.93,0,2023-01-23
100331,1232,Paid Search,credit_card,95.55,0,2023-05-03
100332,1535,paid_search,afterpay,87.57,0,2023-04-25
100333,1868,Paid Search,,225.96,0,2022-04-09
100334,2570,paid_search,afterpay,42.34,0,2023-05-13
100335,2629,paid_search,afterpay,110.13,0,26/01/2023
100336,1877,social,credit_card,240.19,0,2023-02-22
100337,899,organic,afterpay,179.28,1,2022-06-08
100338,1107,paid search,,12.57,0,2023-05-31
100339,2669,social,paypal,85.42,0,2022-10-02
100340,1068,email,paypal,86.03,0,2022-02-19
100341,1507,paid_search,paypal,201.18,0,2023-03-03
100342,2958,email,credit_card,54.35,0,2023-11-29
100343,1668,email,paypal,244.03,0,2022-09-17
100344,493,paid search,afterpay,78.96,0,2023-02-03
100345,2547,social,credit_card,96.89,0,2022-03-30
100346,605,paid_search,paypal,202.96,0,2022-11-08
100347,948,email,credit_card,66.99,0,2023-08-11
100348,294,social,credit_card,153.85,0,2022-05-13
100349,1172,paid_search,paypal,29.01,0,20.03.2022
100350,2019,paid_search,credit_card,170.36,0,2023-08-16
100351,172,paid search,credit_card,35.11,0,2023-09-16
100352,1587,organic,afterpay,50.29,0,2022-03-31
100353,531,social,,29.73,0,2022-07-11
100354,1144,organic,credit_card,220.08,0,2022-05-14
100355,1860,Paid Search,paypal,118.28,0,2023-03-19
100356,1761,social,credit_card,102.71,1,2022-08-02
100357,2114,email,credit_card,32.24,0,2023-03-24
100358,2189,social,credit_card,100.0,0,2022-05-27
100359,2494,social,credit_card,92.43,0,2023-03-06
100360,189,email,credit_card,22.39,0,2023-12-08
100361,158,Paid Search,credit_card,0.0,1,2023-11-17
100362,2718,social,credit_card,43.79,0,2023-04-13
100363,1971,organic,paypal,58.3,0,2022-12-15
100364,246,social,credit_card,155.19,0,2023-09-29
100365,2904,organic,credit_card,19.69,0,2022-10-08
100366,2992,email,credit_card,262.17,0,2023-04-23
100367,2796,paid_search,credit_card,230.85,0,2023-06-12
100368,2378,organic,credit_card,48.33,0,2023-01-09
100369,2560,organic,credit_card,102.87,0,2023-04-03
100370,850,organic,afterpay,101.87,0,2022-09-28
100371,1811,paid_search,paypal,98.43,0,2022-03-31
100372,1095,Paid Search,paypal,74.02,0,2023-07-12
100373,1337,email,credit_card,132.23,1,2022-08-22
100374,2127,paid_search,afterpay,99.81,0,2023-05-12
100375,169,organic,credit_card,96.77,0,2022-11-23
100376,2858,social,credit_card,34.98,0,2022-11-14
100377,2228,organic,afterpay,154.42,0,2022-04-14
100378,1652,email,credit_card,132.34,0,2023-07-08
100379,2308,paid_search,,12.12,0,2023-01-03
100380,1510,paid search,credit_card,124.03,0,2022-12-15
100381,1796,organic,credit_card,160.83,0,2022-08-22
100382,2345,organic,afterpay,22.15,0,2022-09-19
100383,620,social,credit_card,139.76,0,2023-08-17
100384,2903,paid_search,credit_card,115.0,0,2022-03-29
100385,2408,email,credit_card,42.99,0,2023-11-06
100386,2165,Paid Search,paypal,137.75,0,2023-03-27
100387,357,social,credit_card,102.94,0,2022-11-07
100388,2487,email,paypal,141.88,0,2022-12-02
100389,1678,organic,paypal,71.61,0,2023-05-12
100390,1212,social,credit_card,20.86,0,2022-07-24
100391,1305,organic,paypal,83.97,0,2022-10-24
100392,1535,social,,91.38,0,2022-10-05
100393,1490,social,,99.27,0,2022-04-19
100394,1964,paid_search,credit_card,86.92,0,09/11/2023
100395,1362,organic,paypal,48.2,0,2023-11-14
100396,2570,paid search,afterpay,72.44,0,2022-10-11
100397,199,email,afterpay,39.61,0,2023-05-21
100398,1788,email,credit_card,66.17,0,2022-07-26
100399,1074,social,credit_card,79.39,0,2023-03-28
100400,1166,organic,credit_card,47.45,0,2023-08-26
100401,1807,email,credit_card,34.71,0,2023-05-07
100402,1538,email,credit_card,109.64,0,2022-10-12
100403,2718,paid_search,paypal,38.6,0,2023-07-05
100404,31,organic,credit_card,99.48,0,2022-05-18
100405,2381,email,afterpay,191.05,0,07-21-2022
100406,660,email,credit_card,106.52,1,2022-03-30
100407,2225,organic,credit_card,118.96,0,01-03-2023
100408,2418,email,credit_card,92.58,0,2023-01-08
100409,547,Paid Search,paypal,58.76,1,2022-11-17
100410,2583,email,credit_card,96.66,0,2022-04-25
100411,1130,paid_search,paypal,69.08,0,2022-05-28
100412,2145,Paid Search,credit_card,176.62,0,2023-07-19
100413,2278,organic,credit_card,145.33,0,2022-09-07
100414,2275,email,credit_card,70.46,0,2022-05-13
100415,371,paid_search,credit_card,44.51,0,2023-11-19
100416,1124,social,credit_card,66.99,0,2023-05-02
100417,1469,organic,credit_card,68.12,0,2023-11-21
100418,1492,social,paypal,57.99,0,2023-07-11
100419,2103,paid_search,credit_card,39.69,0,2022-10-24
100420,2472,organic,credit_card,98.93,0,2022-11-14
100421,2363,organic,credit_card,68.72,0,2022-06-21
100422,1152,organic,credit_card,10.29,0,2023-03-13
100423,2080,social,credit_card,122.52,0,2022-11-20
100424,93,paid_search,paypal,114.88,0,2022-03-03
100425,2567,organic,afterpay,161.31,1,2022-07-21
100426,1282,organic,credit_card,181.55,0,2023-01-21
100427,2901,paid_search,paypal,42.02,0,2022-08-24
100428,1926,organic,paypal,29.03,0,2023-05-24
100429,1244,paid_search,credit_card,56.24,0,2022-11-18
100430,2800,social,credit_card,180.06,0,2022-05-22
100431,1572,paid_search,credit_card,60.25,0,2022-04-09
100432,416,Paid Search,credit_card,89.93,1,2023-12-27
100433,2605,paid_search,paypal,42.57,0,2023-02-08
100434,2414,organic,credit_card,26.43,0,2022-08-15
100435,1545,social,paypal,23.98,0,2022-06-06
100436,2647,email,paypal,73.81,0,2023-12-19
100437,2379,paid_search,credit_card,95.27,0,2022-10-20
100438,689,paid_search,credit_card,75.19,0,2022-07-05
100439,1666,paid_search,paypal,50.04,0,2023-09-04
100440,2059,email,,30.03,0,2022-05-19
100441,2866,social,paypal,12.49,0,2023-03-30
100442,1531,email,credit_card,45.32,0,2022-03-07
100443,419,paid_search,credit_card,13.21,0,2022-03-16
100444,1146,social,afterpay,17.94,0,2023-11-17
100445,911,social,paypal,111.3,0,2023-03-23
100446,1355,Paid Search,credit_card,104.68,0,2022-11-12
100447,1567,Paid Search,paypal,38.5,0,2023-04-23
100448,2396,Paid Search,credit_card,14.3,0,2023-07-03
100449,412,social,credit_card,82.83,0,2022-02-27
100450,1248,email,credit_card,88.76,0,2022-09-15
100451,153,organic,paypal,120.03,0,2023-04-01
100452,1236,Paid Search,credit_card,164.65,1,2023-08-22
100453,92,email,credit_card,225.21,0,2023-02-03
100454,331,organic,paypal,71.25,0,2022-12-07
100455,1665,paid_search,paypal,51.87,0,2022-05-16
100456,955,organic,credit_card,156.48,0,2022-02-18
100457,2602,organic,credit_card,20.56,0,24.08.2022
100458,2978,email,credit_card,118.61,0,2022-03-15
100459,1252,paid_search,credit_card,199.56,0,2022-04-30
100460,194,social,credit_card,114.71,0,2023-09-09
100461,530,organic,credit_card,205.38,0,2022-07-07
100462,2893,organic,credit_card,104.8,0,2022-10-24
100463,1267,email,afterpay,73.34,0,2022-06-14
100464,1474,Paid Search,afterpay,34.25,0,2023-05-10
100465,639,organic,credit_card,147.24,0,2023-09-24
100466,1611,email,credit_card,100.43,0,2022-06-12
100467,1598,paid_search,credit_card,66.02,0,2022-03-06
100468,2526,paid_search,credit_card,48.04,0,2022-04-24
100469,2528,paid search,paypal,0.0,1,12.06.2022
100470,2336,organic,afterpay,98.7,0,2023-04-04
100471,698,Paid Search,afterpay,169.97,0,2022-08-23
100472,2046,paid search,afterpay,17.32,0,2023-01-02
100473,1702,organic,afterpay,20.91,1,2023-06-12
100474,2743,social,credit_card,116.12,0,2023-04-18
100475,540,paid_search,,96.15,0,2022-10-16
100476,330,social,credit_card,155.09,0,2022-11-19
100477,470,organic,afterpay,118.41,0,2022-06-05
100478,2897,email,credit_card,155.36,0,2023-11-25
100479,534,email,credit_card,60.41,0,2022-07-25
100480,1963,organic,credit_card,73.5,0,2023-06-07
100481,467,email,credit_card,17.96,0,2022-04-21
100482,2468,Paid Search,paypal,20.09,0,2023-10-12
100483,762,social,afterpay,155.73,0,2022-12-02
100484,1006,social,credit_card,74.63,0,2023-06-25
100485,891,organic,credit_card,82.14,0,2023-01-10
100486,2356,organic,credit_card,218.87,0,2023-08-24
100487,1956,organic,credit_card,46.9,0,2022-05-02
100488,2972,paid_search,credit_card,64.43,0,2023-11-09
100489,2382,paid_search,credit_card,28.21,0,2022-07-19
100490,954,paid_search,credit_card,81.07,0,2022-12-31
100491,1444,organic,afterpay,68.2,0,2023-10-27
100492,1673,social,afterpay,81.93,0,2022-09-24
100493,2837,organic,credit_card,155.19,0,2023-03-06
100494,832,paid_search,,98.57,0,2023-09-11
100495,844,organic,credit_card,56.31,0,2023-05-23
100496,2298,social,paypal,87.98,0,2023-07-20
100497,1320,email,paypal,300.21,0,2023-09-08
100498,184,organic,credit_card,92.38,0,2022-04-29
100499,1284,social,credit_card,21.76,0,2023-10-08
100500,2847,email,,46.41,0,2023-09-29
100501,1691,email,credit_card,230.66,0,2022-10-11
100502,2234,Paid Search,credit_card,47.82,0,2023-01-24
100503,1433,paid_search,,304.2,0,2022-03-30
100504,2886,paid_search,credit_card,26.88,0,2023-03-06
100505,1797,paid_search,credit_card,79.39,0,2023-07-06
100506,627,paid search,afterpay,133.14,1,2023-07-10
100507,2907,paid_search,afterpay,20.84,0,2023-03-24
100508,2056,social,,149.62,0,2023-02-28
100509,783,organic,credit_card,0.0,0,2023-11-05
100510,1508,organic,credit_card,187.05,0,2022-09-10
100511,1785,email,paypal,58.97,0,2022-12-26
100512,775,email,paypal,122.49,0,2023-02-07
100513,1760,social,paypal,99.55,0,2023-06-26
100514,1864,organic,afterpay,217.87,0,2022-07-03
100515,1007,email,afterpay,96.24,0,2023-05-26
100516,677,organic,paypal,88.81,0,2023-09-06
100517,1831,social,credit_card,39.79,0,2022-02-20
100518,211,organic,credit_card,232.8,0,2023-09-16
100519,1337,paid search,credit_card,127.36,0,2022-09-16
100520,1628,social,credit_card,39.27,0,2023-01-12
100521,1361,email,credit_card,204.19,0,2022-02-19
100522,490,social,paypal,4.46,0,2023-04-20
100523,1427,email,paypal,106.88,0,2023-12-09
100524,2687,Paid Search,paypal,48.09,0,2023-02-03
100525,191,social,credit_card,292.18,1,2023-10-12
