user_id,country,device,signup_date
221,UK,mobile,2022-05-10
222,US,mobile,2022-02-22
223,US,mobile,2023-11-15
224,AU,mobile,2023-12-31
225,US,mobile,2023-11-03
226,CA,desktop,2023-12-11
227,UK,mobile,2023-02-20
228,AU,desktop,2022-09-04
229,US,desktop,2023-03-15
230,UK,mobile,2022-07-22
231,AU,desktop,2022-07-03
232,US,mobile,2022-05-03
233,CA,mobile,2023-02-05
234,US,mobile,2022-10-21
235,AU,mobile,2022-10-07
236,US,Mobile,2023-09-02
237,CA,desktop,2022-07-17
238,US,mobile,2023-05-26
239,AU,desktop,2022-05-24
240,US,mobile,2023-09-01
241,US,desktop,2022-07-20
242,US,mobile,2022-05-04
243,UK,mobile,2022-07-06
244,AU,mobile,2022-11-22
245,CA,mobile,2023-04-09
246,AU,Mobile,2022-12-15
247,AU,desktop,2023-10-22
248,AU,mobile,2023-02-07
249,US,desktop,2022-12-12
250,US,desktop,2023-05-26
251,US,desktop,2022-05-27
252,AU,mobile,2022-05-28
253,US,Mobile,2023-12-12
254,AU,Desktop,2023-05-04
255,UK,desktop,2023-10-02
256,,mobile,2023-07-05
257,AU,mobile,2022-12-04
258,US,mobile,2023-10-03
259,AU,Mobile,2023-04-18
260,AU,desktop,2022-05-31
261,US,mobile,2023-02-19
262,UK,Mobile,2022-10-25
263,US,Mobile,2023-09-03
264,AU,Mobile,2022-09-20
265,CA,desktop,2022-05-24
266,US,desktop,2022-12-12
267,CA,mobile,2023-09-16
268,US,desktop,2023-07-26
269,US,mobile,2022-01-02
270,AU,mobile,2022-10-31
271,AU,mobile,2022-09-11
272,,mobile,2023-10-14
273,AU,mobile,2023-03-29
274,,mobile,2022-02-06
275,US,desktop,2022-06-09
276,AU,mobile,2022-01-09
277,AU,desktop,2022-08-21
278,AU,mobile,2022-04-09
279,,Desktop,2023-10-21
280,US,desktop,2022-07-27
281,US,mobile,2022-05-11
282,AU,desktop,2023-02-08
283,AU,Mobile,2022-06-01
284,US,desktop,2022-02-23
285,AU,Mobile,2022-04-30
286,UK,Mobile,2023-11-04
287,AU,desktop,2023-09-20
288,AU,mobile,2023-08-10
289,US,mobile,2023-09-17
290,US,desktop,2023-02-24
291,,mobile,2023/02/26
292,US,Mobile,2022-04-14
293,AU,mobile,2022-09-11
294,US,Mobile,2022-08-15
295,AU,Desktop,2022-04-22
296,AU,mobile,2023-05-25
297,,mobile,2023-04-18
298,UK,desktop,2022-04-09
299,,desktop,2022-06-02
300,US,mobile,2022-12-04
301,US,mobile,2023-12-07
302,AU,Desktop,2022-06-12
303,AU,desktop,2023-12-21
304,UK,mobile,2023-11-12
305,AU,mobile,2022-06-10
306,UK,Mobile,2023-08-03
307,UK,mobile,2023-02-02
308,AU,mobile,2022-10-04
309,US,desktop,2023-05-19
310,UK,mobile,2023-01-27
311,AU,desktop,2022-05-15
312,UK,mobile,2022-07-14
313,US,desktop,2023-02-05
314,AU,desktop,2023-10-02
315,US,mobile,2022-02-02
316,,Mobile,2023-11-19
317,AU,mobile,2023-04-05
318,UK,desktop,15/04/2023
319,AU,desktop,2023-01-10
320,UK,mobile,2022-01-22
321,UK,mobile,2023-11-01
322,AU,mobile,2022-02-07
323,AU,desktop,2022-08-18
324,UK,mobile,2022-12-31
325,US,mobile,2023-07-17
326,UK,mobile,2023-03-14
327,AU,mobile,2022-10-10
328,CA,desktop,2022-01-27
329,UK,mobile,2022-08-14
330,CA,Mobile,2022-10-04
331,AU,mobile,2023-09-01
332,US,mobile,2022-10-11
333,US,Mobile,2023-04-26
334,AU,Desktop,2023-03-29
335,US,desktop,2023-10-21
336,AU,mobile,2023-05-31
337,UK,mobile,2023-07-01
338,US,desktop,2022-07-11
339,AU,mobile,2022-02-18
340,UK,mobile,2023-05-27
341,US,desktop,2022-01-17
342,AU,desktop,2022-06-21
343,,Desktop,2022-08-08
344,,Desktop,2022-06-07
345,US,desktop,2023-04-22
346,AU,mobile,2022-02-15
347,UK,mobile,2023-01-08
348,US,Mobile,2023-06-02
349,AU,Mobile,2022-04-09
350,US,Mobile,2022-02-06
351,US,mobile,2022-10-07
352,US,mobile,2022-12-15
353,US,Mobile,2023-05-12
354,US,mobile,2022-10-29
355,CA,mobile,2022-06-30
356,AU,Mobile,2023-08-30
357,UK,desktop,2022-04-09
358,CA,mobile,2023-12-01
359,US,Mobile,2022-04-26
360,US,desktop,2022-07-10
361,US,mobile,2022-09-10
362,US,mobile,2022-06-10
363,UK,mobile,2022-09-13
364,US,mobile,2022/11/19
365,,Desktop,2022-05-08
366,AU,mobile,2022-01-18
367,AU,desktop,2023-07-20
368,US,mobile,2023-07-24
369,AU,mobile,2022-11-19
370,AU,Mobile,2023-11-17
371,AU,mobile,2023-09-18
372,AU,Mobile,2022-10-15
373,AU,mobile,2023-10-25
374,,mobile,2023-10-01
375,AU,Mobile,2022-06-04
376,UK,mobile,2023-05-05
377,UK,desktop,2023-01-21
378,,Mobile,2022-04-14
379,AU,mobile,2023-01-28
380,CA,mobile,2022-09-03
381,US,Mobile,2022-06-25
382,US,desktop,2022-02-08
383,US,mobile,2023-04-22
384,UK,desktop,2023-11-13
385,AU,mobile,2023-06-22
386,UK,desktop,2023-02-12
387,US,mobile,2023-06-09
388,UK,desktop,21.05.2023
389,,Mobile,2022-02-05
390,AU,mobile,2023-11-16
391,,mobile,2022-01-20
392,AU,mobile,2022-11-17
393,AU,Desktop,2023-05-27
394,AU,mobile,2023-02-04
395,AU,mobile,2023-10-16
396,US,Mobile,2023-04-16
397,AU,Mobile,2022-05-23
398,AU,Mobile,2022-04-02
399,,desktop,2022-12-20
400,UK,mobile,2023-12-28
401,UK,Desktop,2022-02-20
402,CA,mobile,2023-10-27
403,UK,mobile,2023-11-29
404,AU,desktop,2023-07-29
405,US,Mobile,2022-07-09
406,UK,mobile,2022-05-05
407,AU,Mobile,2022-05-30
408,UK,mobile,2022-11-10
409,AU,mobile,2023-07-24
410,AU,desktop,2022-12-08
411,US,mobile,2022-11-01
412,US,mobile,2023-11-23
413,US,desktop,2023-11-13
414,UK,Desktop,2022-02-23
415,AU,Mobile,2023-03-20
416,AU,Mobile,2023-09-05
417,CA,Mobile,2022-09-21
418,UK,Desktop,2022-02-22
419,AU,desktop,2023-07-26
420,CA,mobile,2023-09-12
421,AU,mobile,2022-01-05
422,US,Mobile,2022-04-13
423,AU,desktop,2022-07-15
424,UK,Mobile,2022-12-16
425,UK,desktop,2022-02-16
426,AU,Desktop,2023-10-18
427,CA,mobile,2022-09-26
428,US,mobile,2023-01-05
429,AU,mobile,2023-09-28
430,AU,mobile,2022-04-16
431,AU,mobile,2023-11-01
432,AU,mobile,2023-10-21
433,US,desktop,2023-10-19
434,CA,desktop,2022-04-30
435,US,Mobile,2023-08-27
436,AU,Mobile,2022-02-27
437,AU,mobile,2022-12-12
438,AU,desktop,2023-04-19
439,US,desktop,2022-04-27
440,UK,Mobile,2022-05-07
441,AU,mobile,2023-01-28
442,UK,mobile,2023-10-03
443,CA,mobile,2022-02-27
444,US,Mobile,2023-09-26
445,UK,desktop,2023-05-28
446,US,desktop,2022-04-06
447,US,Mobile,2023-09-30
448,US,desktop,2022-04-28
449,US,Desktop,2023-07-14
450,AU,mobile,2023-08-24
451,AU,mobile,2023-05-03
452,AU,Desktop,2022-08-25
453,US,mobile,2022-09-29
454,AU,Desktop,2022-07-08
455,CA,Desktop,12-05-2023
456,UK,desktop,2023-03-23
457,US,desktop,2023-08-04
458,AU,desktop,2022-09-04
459,CA,desktop,2022-03-17
460,UK,mobile,2022-06-03
461,UK,mobile,2023-10-18
462,AU,mobile,2023-03-11
463,US,desktop,2022-03-27
464,AU,mobile,2023-11-28
465,AU,mobile,2022-10-12
466,UK,mobile,2022-08-08
467,UK,desktop,2022-03-10
468,US,Desktop,2022-02-16
469,CA,Desktop,2022-04-04
470,US,Mobile,2023-03-29
471,US,desktop,2022-07-23
472,AU,desktop,2022-08-06
473,,Mobile,2023-04-19
474,AU,Mobile,2023-03-08
475,,mobile,2022-12-07
476,UK,Desktop,2023-07-05
477,AU,mobile,2023-09-04
478,US,mobile,2022-10-16
479,CA,desktop,2022-09-11
480,US,mobile,2022-12-23
481,CA,mobile,2022-01-23
482,,Mobile,2023-06-06
483,US,mobile,2022-04-10
484,AU,desktop,2022-06-29
485,,Mobile,2022-08-11
486,UK,Mobile,2023-10-21
487,AU,Mobile,2023-03-18
488,AU,Mobile,2023-08-31
489,US,Mobile,2022-11-21
490,,desktop,2023-05-31
491,CA,desktop,2022-01-16
492,UK,desktop,2022-12-02
493,AU,desktop,2022-09-15
494,AU,mobile,2023-05-12
495,CA,mobile,2022-06-09
496,AU,Desktop,2023-04-20
497,AU,mobile,2023-10-26
498,AU,mobile,2023-11-21
499,UK,Mobile,06/11/2023
500,,mobile,2023-01-15
501,AU,mobile,2023-06-29
502,US,Desktop,2023-11-22
503,US,Mobile,2023-03-03
504,,mobile,2023-09-05
505,AU,Desktop,2022-09-25
506,US,Desktop,2023-07-31
507,US,mobile,2023-02-21
508,CA,mobile,2022-06-17
509,US,desktop,2022-02-12
510,AU,desktop,2023-07-10
511,US,desktop,2022-10-12
512,UK,desktop,2023-02-01
513,AU,desktop,2022-01-12
514,CA,mobile,2023-08-30
515,AU,desktop,2022-10-29
516,US,mobile,2022-09-10
517,US,desktop,2023-05-14
518,UK,Mobile,2022-02-04
519,AU,mobile,2023-12-28
520,CA,Mobile,2022-03-31
521,UK,mobile,2023-08-28
522,US,mobile,2023-08-25
523,UK,Mobile,2023-02-22
524,UK,mobile,2022-04-25
525,AU,desktop,2023-09-09
526,US,mobile,2022-07-15
527,,desktop,2023-05-16
528,AU,desktop,2023-09-18
529,UK,desktop,2023-05-08
530,,Mobile,2022-03-16
531,AU,Desktop,2023-02-17
532,UK,mobile,2023-01-11
533,US,mobile,2023-02-24
534,US,mobile,2023-12-30
535,AU,mobile,2022-10-04
536,AU,Desktop,2023-11-07
537,UK,mobile,2023-01-29
538,UK,desktop,2023-04-02
539,UK,desktop,2022-07-11
540,US,mobile,2023-11-20
541,AU,Mobile,2022-04-09
542,UK,mobile,2023-07-02
543,AU,Mobile,06/04/2022
544,CA,mobile,2023-10-26
545,UK,Desktop,2023-10-25
546,UK,Desktop,2022-07-09
547,,mobile,2022-02-06
548,AU,mobile,2023-01-04
549,UK,desktop,2023-11-26
550,AU,mobile,2023-06-09
551,CA,desktop,2022-10-06
552,AU,Mobile,2022-08-05
553,UK,mobile,2022-09-30
554,CA,desktop,2022-03-03
555,AU,Mobile,2023-08-19
556,US,Desktop,2023-12-30
557,UK,Desktop,2022-12-08
558,US,mobile,2023-02-01
559,AU,mobile,2023-11-30
560,AU,Desktop,2022-01-19
561,AU,Desktop,2022-06-26
562,CA,mobile,2023-09-04
563,US,desktop,2023-01-31
564,AU,Mobile,2023-03-21
565,US,mobile,2022-08-21
566,AU,desktop,2022-03-17
567,AU,mobile,2022-09-22
568,US,Desktop,2023-03-31
569,AU,mobile,2023-12-19
570,AU,Mobile,2023-01-19
571,UK,mobile,2023-07-18
572,AU,Mobile,2023-05-21
573,US,desktop,2023-01-02
574,US,mobile,2022-05-24
575,US,Mobile,2022-03-10
576,UK,Mobile,09.04.2022
577,US,mobile,2023-01-31
578,CA,desktop,2022-01-25
579,UK,mobile,2023-04-14
580,US,Mobile,2023-04-29
581,UK,Mobile,2023-07-19
582,US,Mobile,2022-05-31
583,AU,mobile,2022-05-24
584,AU,mobile,2023-07-23
585,AU,Mobile,2022-02-08
586,CA,desktop,2022-04-19
587,UK,desktop,2023-11-24
588,,Mobile,2022-02-11
589,US,mobile,2022-07-05
590,US,mobile,2023-02-02
591,AU,mobile,2022-08-11
592,UK,mobile,2023-09-26
593,US,mobile,2022-05-13
594,,mobile,2022-06-12
595,AU,mobile,2022-08-03
596,US,mobile,2022-08-23
597,US,mobile,2023-10-20
598,US,mobile,2023-08-11
599,US,mobile,2022-01-09
600,UK,mobile,2022-03-15
601,AU,Mobile,2023-05-07
602,UK,mobile,2022-09-10
603,US,mobile,2022-08-18
604,CA,mobile,2023-06-03
605,CA,mobile,2022-06-23
606,AU,mobile,2023-10-15
607,AU,Mobile,2022-06-17
608,,desktop,2022-06-19
609,US,mobile,2023-01-28
610,CA,mobile,2023-09-26
611,AU,desktop,2022-07-13
612,US,mobile,2023-06-01
613,UK,mobile,2022-01-29
614,,desktop,2022-06-14
615,AU,desktop,2023-02-26
616,UK,mobile,2022-12-05
617,US,Mobile,2023-10-10
618,AU,mobile,2023-05-11
619,UK,mobile,2022-12-31
620,UK,Mobile,2022-12-08
621,,mobile,2023-05-15
622,US,mobile,2023-10-19
623,AU,Desktop,2023-05-26
624,AU,Desktop,2022-11-23
625,US,mobile,2022-08-05
626,AU,Mobile,2022-10-28
627,UK,Mobile,2022-05-12
628,AU,desktop,2022-03-11
629,,mobile,2022-09-09
630,,mobile,2023/02/19
631,US,mobile,2023-03-21
632,,mobile,2022-07-01
633,UK,mobile,2022-06-16
634,US,desktop,2022-04-01
635,AU,desktop,2023-12-15
636,US,mobile,2023-06-15
637,US,Mobile,08.02.2022
638,CA,mobile,2022-05-06
639,US,desktop,2023-03-27
640,CA,Desktop,2022-06-22
641,UK,Desktop,2023-10-15
642,AU,desktop,2022-08-08
643,,mobile,2023-09-30
644,US,mobile,2022-02-27
645,US,Mobile,2023-10-22
646,US,Desktop,2023-04-21
647,AU,mobile,2023-04-01
648,US,mobile,2022-12-27
649,US,desktop,2022-01-01
650,US,mobile,2023-01-22
651,,mobile,2022-12-14
652,US,desktop,2022-07-09
653,AU,mobile,2023-05-20
654,US,mobile,2022-07-10
655,CA,desktop,2023-05-23
656,AU,Mobile,2023-01-04
657,AU,Desktop,2023-02-13
658,AU,mobile,2022-04-27
659,AU,mobile,2022-05-14
660,UK,desktop,2022-02-27
661,UK,Mobile,2023-07-10
662,AU,mobile,2023-11-16
663,UK,desktop,2023-11-03
664,US,mobile,2022-06-22
665,,mobile,2022-05-29
666,,mobile,2022-03-21
667,US,mobile,2022-08-01
668,CA,mobile,2022-07-22
669,UK,Mobile,2022-08-17
670,AU,desktop,2023-11-07
671,AU,Desktop,2022-08-15
672,US,mobile,2023-10-21
673,UK,mobile,2023-06-16
674,,mobile,2023-03-17
675,UK,mobile,06.02.2023
676,CA,desktop,2022-02-16
677,US,desktop,2022-08-21
678,UK,desktop,2022-11-01
679,UK,mobile,2023-06-10
680,AU,mobile,2022-05-23
681,US,Mobile,2023-02-19
682,UK,mobile,28/05/2023
683,AU,Mobile,2023-01-08
684,UK,Desktop,2023-07-20
685,AU,mobile,2022-09-16
686,US,desktop,2023-10-18
687,UK,Mobile,2023-04-16
688,AU,mobile,2022-01-12
689,AU,Mobile,2022-11-26
690,US,mobile,2022-12-24
691,CA,mobile,2023-02-12
692,AU,Mobile,2023-10-30
693,CA,desktop,2023-01-08
694,AU,mobile,2022-01-08
695,,mobile,2022-05-02
696,,desktop,2022-12-14
697,US,desktop,2023-11-07
698,US,desktop,2022-03-31
699,US,mobile,2023-10-10
700,US,Desktop,2023-11-29
701,AU,mobile,2022-11-12
702,AU,Mobile,2022-06-27
703,AU,mobile,2023-06-24
704,US,Mobile,2022-02-10
705,AU,mobile,2023-12-05
706,US,mobile,2023-05-17
707,,mobile,2022-05-25
708,US,mobile,2022-07-20
709,US,Mobile,2023-12-25
710,US,desktop,2023-04-06
711,CA,Desktop,2023-07-12
712,CA,mobile,2023-07-01
713,CA,desktop,2022-09-10
714,,desktop,2023-01-25
715,AU,mobile,2023-08-17
716,UK,mobile,2022-09-13
717,UK,desktop,2023-12-10
718,AU,Desktop,2023-03-26
719,,Mobile,2022-01-10
720,AU,mobile,2022-08-30
721,UK,Mobile,2022-09-08
722,AU,mobile,2022-01-05
723,US,desktop,2022-04-29
724,UK,desktop,2023-01-09
725,US,mobile,2022-03-06
726,US,desktop,2022-05-26
727,AU,mobile,2022-08-12
728,UK,Desktop,2022-08-27
729,AU,mobile,2022-06-26
730,US,mobile,2022-10-09
731,CA,mobile,2022-03-04
732,CA,mobile,2022-08-05
733,US,mobile,2023-11-20
734,UK,Mobile,2023-04-06
735,UK,Mobile,2023-09-02
736,CA,desktop,2022-04-15
737,US,mobile,2022-04-09
738,AU,Mobile,2023-05-26
739,AU,mobile,2023-01-20
740,AU,desktop,2023-02-09
741,US,mobile,2023-06-02
742,AU,Desktop,2023-04-21
743,US,desktop,2023-12-10
744,AU,Mobile,2023-10-07
745,AU,mobile,2023-03-13
746,CA,mobile,2022-01-23
747,US,mobile,2023-07-19
748,AU,desktop,2023-11-08
749,UK,Desktop,2023-12-15
750,AU,mobile,2023-04-03
751,UK,Mobile,2022-03-24
752,UK,desktop,2022-05-25
753,AU,Mobile,2022-03-26
754,UK,mobile,2022-03-19
755,US,mobile,2023-04-02
756,US,mobile,2022-01-01
757,AU,desktop,2022-02-20
758,AU,Mobile,2023-11-16
759,,Mobile,2023-12-18
760,US,Desktop,2023-03-22
761,US,Mobile,2023-03-25
762,US,desktop,2023-05-03
763,US,Mobile,2022-02-03
764,AU,mobile,2022-12-14
765,AU,Desktop,2022-04-05
766,UK,Mobile,2022-03-13
767,AU,mobile,2023-07-05
768,AU,mobile,03.06.2022
769,AU,mobile,2022-09-07
770,US,Mobile,2023-11-05
771,CA,desktop,2023-03-14
772,AU,Desktop,2022-04-28
773,AU,Desktop,2022-11-02
774,AU,mobile,2022-09-25
775,UK,mobile,2022-02-23
776,US,mobile,2022-08-24
777,US,desktop,2023-01-24
778,UK,mobile,2023-02-05
779,US,Mobile,2023-09-16
780,CA,desktop,2022-10-30
781,UK,mobile,2022-07-26
782,AU,mobile,2022-08-17
783,AU,Desktop,2023-08-01
784,AU,Desktop,2022-03-16
785,AU,mobile,2023-03-11
786,,Mobile,2022-04-13
787,US,Desktop,2023-02-26
788,AU,mobile,2023-12-05
789,UK,mobile,2022-11-02
790,US,mobile,2022-04-08
791,AU,Mobile,2022-12-01
792,US,mobile,2023-03-11
793,US,mobile,2023-03-23
794,UK,mobile,2022-11-04
795,AU,Mobile,2022-09-06
796,AU,Desktop,2022-06-15
797,US,desktop,2023-04-26
798,AU,desktop,2022/12/01
799,US,Mobile,2023-06-26
800,US,mobile,2022-04-16
801,AU,mobile,2023-07-17
802,,Desktop,2022-03-22
803,US,mobile,2022-05-13
804,AU,mobile,2022-05-18
805,US,desktop,2022-07-03
806,UK,mobile,2023-02-05
807,UK,mobile,2022-11-26
808,AU,Desktop,2023-05-23
809,,desktop,2022-03-10
810,US,mobile,2023-06-30
811,AU,Desktop,2022-02-22
812,AU,desktop,2023-03-26
813,AU,desktop,2022-07-24
814,UK,mobile,2022-05-06
815,AU,mobile,2022-02-12
816,AU,Mobile,2022-04-21
817,CA,desktop,2023-10-25
818,AU,Mobile,2022-07-02
819,AU,mobile,2022-04-05
820,AU,mobile,2023-01-09
821,AU,desktop,2023-06-04
822,AU,mobile,2022-12-26
823,UK,Mobile,2023-11-27
824,AU,mobile,2022-10-08
825,AU,mobile,2022-07-14
826,UK,desktop,2022-07-14
827,UK,desktop,2023-10-29
828,US,mobile,2022-04-03
829,US,mobile,2023-11-03
830,AU,desktop,2022-03-02
831,US,mobile,2023-09-26
832,US,Mobile,2022-02-20
833,US,Desktop,2023-02-07
834,CA,mobile,2022-01-05
835,AU,Desktop,2023-04-11
836,UK,mobile,2023-08-27
837,AU,Mobile,2023-11-13
838,UK,mobile,2023-06-18
839,US,Desktop,2023-02-09
840,CA,mobile,2023-05-28
841,AU,mobile,2023-10-07
842,US,Desktop,2022-08-21
843,US,Mobile,2023-06-08
844,UK,Mobile,2022-12-12
845,US,mobile,2022-02-15
846,US,desktop,2023-06-30
847,US,mobile,2022-03-19
848,AU,mobile,2023-12-31
849,US,Mobile,2022-03-14
850,AU,mobile,2022-09-06
851,,Desktop,2022-02-16
852,UK,Desktop,01/05/2022
853,,desktop,2022-08-02
854,AU,desktop,2022-08-27
855,CA,desktop,2022-02-25
856,UK,mobile,2022-12-16
857,UK,desktop,2022-04-17
858,US,mobile,2022-02-17
859,AU,mobile,2023-07-27
860,UK,desktop,2022-12-03
861,US,Mobile,2022-01-26
862,AU,desktop,2022-09-14
863,AU,mobile,2022-01-08
864,,Mobile,2023-09-17
865,CA,mobile,2022-09-10
866,,Mobile,2023-11-23
867,US,desktop,2023-12-20
868,AU,Mobile,2022-10-30
869,AU,mobile,2023-10-01
870,AU,mobile,2022-02-25
871,AU,mobile,2023-12-27
872,US,Mobile,2023-06-10
873,AU,Desktop,2023-04-19
874,US,mobile,2022-01-28
875,,desktop,2022-03-19
876,US,desktop,2022-08-04
877,CA,Mobile,2023-01-21
878,US,desktop,2022-12-31
879,AU,desktop,2023-10-28
880,AU,mobile,2023-06-10
881,AU,mobile,30/11/2023
